Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score,Genres
219,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.30,"875,985","First published October 12, 2010"," He doesn’t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They’re all students at the Wilderness School, a boarding school for “bad kids,"" as Leo puts it. What did Jason do to end up here? And where ","35,707",576,Hardcover,"77,846","Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology"
217,A Farewell to Arms,Ernest Hemingway,3.82,"329,984","First published September 1, 1929"," is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to ","14,726",293,Paperback,"78,587","Fiction, Historical Fiction, Classics, War, Literature, Novels, Romance"
215,Misery,Stephen         King,4.23,"760,709","First published June 8, 1987",.,"28,841",370,Paperback,"80,661","Horror, Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Adult"
213,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.41,"3,334,927","First published June 13, 2017","Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?","295,324",389,Hardcover,"81,252","Fiction, Historical Fiction, LGBT, Contemporary, Audiobook, Queer, Historical"
216,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.09,"271,608","First published May 4, 1980","This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves The Clan of the Cave Bear.","8,308",516,Kindle Edition,"79,723","Historical Fiction, Fiction, Fantasy, Historical, Classics, Adventure, Prehistoric"
212,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.11,"982,207","First published November 7, 1990","An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price.","21,681",466,Kindle Edition,"81,421","Science Fiction, Fiction, Thriller, Fantasy, Horror, Adventure, Classics"
210,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.66,"2,687,547","First published May 25, 2011","When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms.","85,164",356,Paperback,"83,228","Romance, Fiction, Erotica, BDSM, Adult, Contemporary, Contemporary Romance"
211,The Boy in the Striped Pajamas,John Boyne,4.16,"865,470","First published January 1, 2006","If you start to read this book, you will go on a journey with a nine-year-old boy named Bruno. (Though this isn't a book for nine-year-olds.) And sooner or later you will arrive with Bruno at a fence.","38,544",224,Hardcover,"82,742","Historical Fiction, Fiction, Young Adult, Historical, Holocaust, War, World War II"
208,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.25,"938,459","First published January 1, 2006",The Expose,"37,832",503,Hardcover,"84,438","Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Audiobook"
207,Ulysses,James Joyce,3.75,"130,565","First published February 2, 1922","Ulysses is a modernist novel by Irish writer James Joyce. It was first serialized in parts in the American journal The Little Review from March 1918 to December 1920 and then published in its entirety in Paris by Sylvia Beach on 2 February 1922, Joyce's 40th birthday. It is considered one of the most important works of modernist literature and has been called ""a demonstration and summation of the entire movement."" ","9,841",925,Paperback,"84,550","Fiction, Literature, Classics, Ireland, Novels, Irish Literature, 20th Century"
218,The Canterbury Tales,Geoffrey Chaucer,3.52,"226,304","First published January 1, 1400","Geoffrey Chaucer (c. 1343 – 25 October 1400) was an English poet, author, and civil servant best known for The Canterbury Tales. He has been called the ""father of English literature"", or, alternatively, the ""father of English poetry"". He was the first writer to be buried in what has since come to be called Poets' Corner, in Westminster Abbey. Chaucer also gained fame as a philosopher and astronomer, composing the scientific A Treatise on the Astrolabe for his 10-year-old son, Lewis. He maintained a career in the civil service as a bureaucrat, courtier, diplomat, and member of parliament.","4,556",504,Paperback,"78,053","Classics, Fiction, Poetry, Literature, School, Short Stories, Historical Fiction"
209,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,"802,356","First published August 8, 2000",Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes ,"26,222",1177,Mass Market Paperback,"83,914","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Adult"
206,Jonathan Livingston Seagull,Richard Bach,3.86,"257,258","First published January 1, 1970","This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know there's more to this living than meets the eye: they’ll be right there with Jonathan, flying higher and faster than ever they dreamed.","11,436",112,Paperback,"86,436","Fiction, Classics, Philosophy, Fantasy, Spirituality, Inspirational, Self Help"
214,Beloved,Toni Morrison,3.96,"449,907","First published September 16, 1987", ,"22,858",325,Paperback,"80,961","Fiction, Classics, Historical Fiction, Magical Realism, Literature, Historical, School"
205,Treasure Island,Robert Louis Stevenson,3.85,"505,381","First published January 28, 1882","""For sheer storytelling delight and pure adventure, ","17,355",352,Hardcover,"87,183","Classics, Fiction, Adventure, Historical Fiction, Young Adult, Childrens, Pirates"
202,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,"208,520","First published December 1, 1982","Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....","7,706",1009,Kindle Edition,"87,987","Fantasy, Fiction, Historical Fiction, Arthurian, Mythology, Classics, Historical"
204,Oliver Twist,Charles Dickens,3.88,"400,745","First published January 1, 1838","A gripping portrayal of London's dark criminal underbelly, published in Penguin Classics with an introduction by Philip Horne.","11,189",608,Paperback,"87,233","Classics, Fiction, Historical Fiction, Literature, Novels, 19th Century, Classic Literature"
203,The Diary of a Young Girl,Anne Frank,4.19,"3,848,711","First published January 1, 1947","Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit. ","43,291",283,Mass Market Paperback,"87,909","Nonfiction, Biography, Memoir, Historical, Classics, Holocaust, Autobiography"
183,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,"360,785","First published April 1, 2008","Rose loves Dimitri, Dimitri might love Tasha, and Mason would die to be with Rose…","13,818",327,Paperback,"97,357","Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance"
180,The Haunting of Hill House,Shirley Jackson,3.82,"322,918","First published October 16, 1959","It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting""; Theodora, the lighthearted assistant; Eleanor, a friendless, fragile young woman well acquainted with poltergeists; and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers—and soon it will choose one of them to make its own.","31,060",182,Paperback,"100,510","Horror, Fiction, Gothic, Mystery, Paranormal, Classics, Audiobook"
181,A Midsummer Night’s Dream,William Shakespeare,3.94,"550,926","First published January 1, 1595","Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny.","13,379",298,Mass Market Paperback,"98,985","Plays, Fiction, Fantasy, School, Romance, Poetry, Literature"
201,Madame Bovary,Gustave Flaubert,3.70,"344,680","First published December 15, 1856","Madame Bovary is the debut novel of French writer Gustave Flaubert, published in 1856. The character lives beyond her means in order to escape the banalities and emptiness of provincial life. When the novel was first serialized in La Revue de Paris between 1 October 1856 and 15 December 1856, public prosecutors attacked the novel for obscenity. The resulting trial in January 1857 made the story notorious. After Flaubert's acquittal on 7 February 1857, Madame Bovary became a bestseller in April 1857 when it was published in two volumes. A seminal work of literary realism, the novel is now considered Flaubert's masterpiece, and one of the most influential literary works in history.","17,337",329,Paperback,"88,288","Fiction, Classics, France, Literature, French Literature, Romance, 19th Century"
178,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,"1,749,334","First published August 7, 2012","In a land without magic, where the king rules with an iron hand, Celaena, an assassin, is summoned to the castle. She comes not to kill the king, but to win her freedom. If she defeats twenty-three killers, thieves, and warriors in a competition, she is released from prison to serve as the king’s champion. ","121,792",406,Hardcover,"102,551","Young Adult, Romance, Fiction, Magic, Young Adult Fantasy, Fantasy, High Fantasy"
